,angle,method_name,MAE,RMSE,SNR,PEARSON,Acccuracy,dataset_name
232,20.0,LGI,2.2771661931818183,6.792488237095673,-0.09706813318513681,0.8028936388040231,83.63636363636364,RLAP
233,25.0,LGI,1.6539417613636365,4.715216795797866,1.0734207291969278,0.9041144395373589,83.63636363636364,RLAP
234,30.0,LGI,1.6779119318181819,5.086347418807355,1.6284554876825945,0.8907854985506891,84.54545454545455,RLAP
235,35.0,LGI,1.8057528409090908,5.209124880665865,2.0252959387929694,0.8826086619270836,83.18181818181819,RLAP
236,40.0,LGI,1.7817826704545454,5.18615625030813,2.2501527909347363,0.8832879085294765,83.63636363636364,RLAP
237,45.0,LGI,1.8217329545454546,5.410159454995768,2.364169412531536,0.8748052618413114,84.0909090909091,RLAP
238,50.0,LGI,1.7338423295454546,5.191569776051645,2.4228254740431066,0.883899234856873,84.54545454545455,RLAP
239,60.0,LGI,1.6539417613636365,4.812508791360402,2.49680506061333,0.9005410237430347,84.54545454545455,RLAP
240,70.0,LGI,1.6219815340909092,4.780298148484626,2.4957908743106962,0.9019281397138251,84.54545454545455,RLAP
241,90.0,LGI,1.7977627840909092,5.612751890725533,2.403738872558764,0.868635183919589,84.0909090909091,RLAP
242,15.0,PBV,6.7116477272727275,12.882390189960558,-5.885464179900448,0.4506457983483806,60.90909090909091,RLAP
243,20.0,PBV,5.473188920454546,11.577203572842091,-4.343444409562968,0.5511550134421689,66.36363636363636,RLAP
244,25.0,PBV,4.945845170454546,10.827455682346535,-3.5976867327009687,0.5939704305864376,67.72727272727273,RLAP
245,30.0,PBV,5.0656960227272725,11.093352990855516,-2.919089822752069,0.5457809460558407,70.0,RLAP
246,35.0,PBV,5.5051491477272725,11.94383882685813,-2.552979178426411,0.5550778126183882,69.0909090909091,RLAP
247,40.0,PBV,4.586292613636363,10.69104237234517,-2.0177178381956695,0.6309164335485606,72.27272727272727,RLAP
248,45.0,PBV,4.522372159090909,10.398008339916222,-2.1900009793484903,0.643199777121946,71.81818181818181,RLAP
249,50.0,PBV,4.298650568181818,9.869968128769521,-2.3052219658589994,0.6642895920821797,70.9090909090909,RLAP
250,60.0,PBV,4.937855113636363,10.981373172404169,-2.586557189600622,0.6183786766356579,70.0,RLAP
251,70.0,PBV,5.073686079545454,11.29846019120328,-2.8186611601783973,0.6088260709139767,69.0909090909091,RLAP
252,90.0,PBV,5.209517045454546,11.366006777361724,-2.687223614197671,0.6138949347333569,68.18181818181819,RLAP
253,15.0,POS,2.165305397727273,5.931507353576249,-0.6539592993286395,0.8315523834583509,80.45454545454545,RLAP
